PANGAEA sample id	BioSamples_ID	ENA_ID	MetaG/MetaT	Station	Layer	Size_fraction	Size_fraction_name	Used_in_OM-RGC.v1 (Sunagawa_et_al_2015)	Used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000287	SAMEA2620217	ERS489074	MetaT	41	DCM	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000282	SAMEA2620194	ERS489043	MetaT	41	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000133	SAMEA2620261	ERS489136	MetaT	42	DCM	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000127	SAMEA2620235	ERS489092	MetaT	42	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000143	SAMEA2620281	ERS489164	MetaT	43	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000267	SAMEA2620306	ERS489197	MetaT	44	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000261	SAMEA2620368	ERS489269	MetaT	46	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000248	SAMEA2620389	ERS489296	MetaT	47	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000236	SAMEA2620426	ERS489339	MetaT	49	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000178	SAMEA2620442	ERS489362	MetaT	50	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000194	SAMEA2620492	ERS489440	MetaT	51	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000214	SAMEA2620570	ERS489585	MetaT	52	DCM	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000212	SAMEA2620542	ERS489529	MetaT	52	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000353	SAMEA2620596	ERS489617	MetaT	53	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000355	SAMEA2620626	ERS489677	MetaT	54	SRF	0.22-1.6	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000493	SAMEA2620974	ERS490187	MetaT	67	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000480	SAMEA2621041	ERS490300	MetaT	68	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000473	SAMEA2621017	ERS490269	MetaT	68	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000444	SAMEA2621096	ERS490377	MetaT	70	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000457	SAMEA2621070	ERS490331	MetaT	70	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000436	SAMEA2621115	ERS490396	MetaT	71	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000422	SAMEA2621158	ERS490479	MetaT	72	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000420	SAMEA2621136	ERS490437	MetaT	72	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000515	SAMEA2621218	ERS490599	MetaT	76	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000747	SAMEA2621236	ERS490637	MetaT	76	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000513	SAMEA2621198	ERS490542	MetaT	76	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000526	SAMEA2621274	ERS490693	MetaT	78	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000524	SAMEA2621254	ERS490659	MetaT	78	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000713	SAMEA2621307	ERS490743	MetaT	80	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000834	SAMEA2621378	ERS490850	MetaT	81	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000832	SAMEA2621350	ERS490805	MetaT	81	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000767	SAMEA2621423	ERS490928	MetaT	82	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000768	SAMEA2621401	ERS490885	MetaT	82	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000765	SAMEA2621455	ERS490962	MetaT	83	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000780	SAMEA2621487	ERS491001	MetaT	84	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000795	SAMEA2621536	ERS491095	MetaT	85	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000787	SAMEA2621509	ERS491044	MetaT	85	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000813	SAMEA2621595	ERS491173	MetaT	86	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000811	SAMEA2621571	ERS491130	MetaT	86	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000562	SAMEA2621623	ERS491201	MetaT	87	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000851	SAMEA2621653	ERS491236	MetaT	88	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000858	SAMEA2621681	ERS491274	MetaT	89	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Polar
TARA_B100000801	SAMEA2621710	ERS491312	MetaT	90	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000865	SAMEA2621736	ERS491347	MetaT	91	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000872	SAMEA2621758	ERS491384	MetaT	92	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001061	SAMEA2621814	ERS491465	MetaT	93	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001064	SAMEA2621782	ERS491424	MetaT	93	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000987	SAMEA2621885	ERS491563	MetaT	96	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000986	SAMEA2621863	ERS491529	MetaT	96	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000973	SAMEA2621961	ERS491663	MetaT	97	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001000	SAMEA2621941	ERS491638	MetaT	97	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000994	SAMEA2621913	ERS491604	MetaT	97	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001033	SAMEA2622025	ERS491744	MetaT	98	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001010	SAMEA2622054	ERS491773	MetaT	98	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001031	SAMEA2621996	ERS491705	MetaT	98	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000885	SAMEA2622078	ERS491808	MetaT	99	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000965	SAMEA2622119	ERS491874	MetaT	100	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000959	SAMEA2622149	ERS491913	MetaT	100	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000963	SAMEA2622097	ERS491836	MetaT	100	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000902	SAMEA2622219	ERS492012	MetaT	102	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000953	SAMEA2622197	ERS491980	MetaT	102	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000900	SAMEA2622173	ERS491938	MetaT	102	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000918	SAMEA2622269	ERS492081	MetaT	106	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000920	SAMEA2622295	ERS492107	MetaT	106	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000916	SAMEA2622249	ERS492043	MetaT	106	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000927	SAMEA2622336	ERS492177	MetaT	109	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000929	SAMEA2622362	ERS492205	MetaT	109	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000925	SAMEA2622316	ERS492145	MetaT	109	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001111	SAMEA2622406	ERS492268	MetaT	110	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001076	SAMEA2622432	ERS492297	MetaT	110	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001107	SAMEA2622380	ERS492232	MetaT	110	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000579	SAMEA2622478	ERS492357	MetaT	111	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000575	SAMEA2622452	ERS492321	MetaT	111	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000943	SAMEA2622549	ERS492449	MetaT	112	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000939	SAMEA2622522	ERS492412	MetaT	112	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000593	SAMEA2622593	ERS492504	MetaT	113	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000700	SAMEA2622690	ERS492699	MetaT	122	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000678	SAMEA2622673	ERS492680	MetaT	122	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001115	SAMEA2622652	ERS492642	MetaT	122	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000686	SAMEA2622733	ERS492778	MetaT	123	MIX	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000683	SAMEA2622710	ERS492733	MetaT	123	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000676	SAMEA2622796	ERS492863	MetaT	124	MIX	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000674	SAMEA2622759	ERS492814	MetaT	124	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001123	SAMEA2622837	ERS492926	MetaT	125	MIX	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001121	SAMEA2622817	ERS492888	MetaT	125	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001230	SAMEA2622886	ERS493015	MetaT	127	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001228	SAMEA2622866	ERS492976	MetaT	127	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000611	SAMEA2622927	ERS493102	MetaT	128	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000603	SAMEA2622905	ERS493048	MetaT	128	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000624	SAMEA2622973	ERS493165	MetaT	129	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000622	SAMEA2622947	ERS493122	MetaT	129	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000639	SAMEA2623027	ERS493254	MetaT	131	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000651	SAMEA2623045	ERS493286	MetaT	131	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000637	SAMEA2623007	ERS493213	MetaT	131	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000660	SAMEA2623083	ERS493344	MetaT	132	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001242	SAMEA2623101	ERS493375	MetaT	132	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100000658	SAMEA2623063	ERS493304	MetaT	132	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001090	SAMEA2623139	ERS493435	MetaT	133	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001089	SAMEA2623119	ERS493393	MetaT	133	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001261	SAMEA2623177	ERS493484	MetaT	134	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001263	SAMEA2623219	ERS493548	MetaT	135	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001275	SAMEA2623197	ERS493510	MetaT	135	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001977	SAMEA2623257	ERS493603	MetaT	136	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001964	SAMEA2623295	ERS493670	MetaT	137	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001971	SAMEA2623314	ERS493705	MetaT	137	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001287	SAMEA2623275	ERS493636	MetaT	137	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001996	SAMEA2623370	ERS493788	MetaT	138	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100002003	SAMEA2623390	ERS493822	MetaT	138	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001989	SAMEA2623350	ERS493752	MetaT	138	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100002010	SAMEA2623408	ERS493842	MetaT	139	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100002017	SAMEA2623430	ERS493881	MetaT	140	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001937	SAMEA2623450	ERS493918	MetaT	141	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100002056	SAMEA2623492	ERS493985	MetaT	142	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100002046	SAMEA2623516	ERS494009	MetaT	142	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100002054	SAMEA2623466	ERS493941	MetaT	142	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001217	SAMEA2623552	ERS494075	MetaT	143	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001215	SAMEA2623532	ERS494025	MetaT	143	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001196	SAMEA2623590	ERS494118	MetaT	144	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001139	SAMEA2623656	ERS494215	MetaT	145	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001135	SAMEA2623630	ERS494173	MetaT	145	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001158	SAMEA2623715	ERS494296	MetaT	147	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
"TARA_B100001741,B100001742"	"SAMEA2623734,SAMEA2623735"	"ERS494332,ERS494333"	MetaT	148	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001750	SAMEA2623756	ERS494374	MetaT	148	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001765	SAMEA2623794	ERS494431	MetaT	149	MES	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001758	SAMEA2623774	ERS494394	MetaT	149	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
TARA_B100001776	SAMEA2623830	ERS494492	MetaT	150	DCM	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
"TARA_B100001769,B100001770"	"SAMEA2623808,SAMEA2623809"	"ERS494445,ERS494446"	MetaT	150	SRF	0.22-3	Prokaryote enriched	Not_used_in_OM-RGC.v1	Not_used_for_OM-RGC.v2 (current work)	Used_for_profiling (current work)	Non polar
